Date,Year,Month,Day_of_Year,Product,Consumer_Demand,Retailer_Order,Wholesaler_Order,Manufacturer_Order,Inventory_Level,Lead_Time_Days,Supply_Disruption,Temperature_C,Wind_Speed_kmh,Rainfall_mm,Commodity_Price_INR,News_Sentiment,Demand_Amplification,Bullwhip_Ratio,Risk_Score,Risk_Label,Risk_Level_Num
2021-04-25,2021,4,115,Rice,1196.46,2199.26,4775.89,11883.83,5296.0,7,0,34.5,12.9,0.6,4205.0,0.159,1.838,2.4625,53.19,MEDIUM,1
2021-04-26,2021,4,116,Wheat,1260.02,2185.54,4373.48,11483.14,5073.0,6,0,32.0,7.6,0.9,4189.0,-0.679,1.735,2.4233,51.63,MEDIUM,1
2021-04-27,2021,4,117,Tomato,1329.3,2452.64,5340.04,12567.15,5501.0,7,0,35.6,13.0,0.0,4431.0,-0.189,1.845,2.3048,54.83,MEDIUM,1
2021-04-28,2021,4,118,Onion,1305.29,2294.58,4847.82,11775.06,5277.0,6,0,37.1,5.1,2.0,4190.0,-0.619,1.758,2.2996,49.49,MEDIUM,1
2021-04-29,2021,4,119,Sugar,1379.82,2488.75,4817.94,13677.74,6010.0,7,0,32.0,10.1,0.8,4296.0,-0.25,1.804,2.3243,54.07,MEDIUM,1
2021-04-30,2021,4,120,Milk,1325.35,2359.67,4835.36,10431.22,4674.0,6,0,33.4,8.6,1.4,4187.0,-0.454,1.78,2.2927,48.53,MEDIUM,1
2021-05-01,2021,5,121,Rice,1319.2,2585.91,5245.63,13202.2,5811.0,4,0,36.2,16.9,0.2,4726.0,-0.108,1.96,2.5988,46.78,MEDIUM,1
2021-05-02,2021,5,122,Wheat,1245.94,2145.13,4212.59,10092.79,4516.0,6,0,37.8,22.8,0.9,4506.0,0.018,1.722,2.5153,52.7,MEDIUM,1
2021-05-03,2021,5,123,Tomato,1287.75,2290.97,4709.31,10696.77,4738.0,5,0,36.3,23.2,0.1,4405.0,-0.464,1.779,2.4587,48.25,MEDIUM,1
2021-05-04,2021,5,124,Onion,1362.08,2407.0,4848.96,12880.78,5651.0,5,1,37.2,18.2,0.2,4992.0,-0.473,1.767,2.4274,83.7,HIGH,2
2021-05-05,2021,5,125,Sugar,1156.41,2062.18,3938.21,10005.82,4577.0,5,0,34.5,16.5,1.1,4520.0,-0.303,1.783,2.1778,44.38,MEDIUM,1
2021-05-06,2021,5,126,Milk,1255.96,2166.7,4390.38,11400.41,5018.0,6,0,36.4,19.7,0.3,4333.0,0.109,1.725,2.1518,45.06,MEDIUM,1
2021-05-07,2021,5,127,Rice,1289.64,2186.93,4472.73,10990.77,4873.0,7,0,37.0,20.1,0.2,4481.0,0.529,1.696,2.1686,49.69,MEDIUM,1
2021-05-08,2021,5,128,Wheat,1327.94,2280.85,4514.19,11443.98,5086.0,6,0,35.6,21.3,0.4,4501.0,-0.477,1.718,2.0788,48.58,MEDIUM,1
2021-05-09,2021,5,129,Tomato,1297.2,2407.13,5274.68,11810.79,5130.0,7,0,36.9,21.6,0.2,4343.0,-0.001,1.856,2.1166,50.18,MEDIUM,1
2021-05-10,2021,5,130,Onion,1289.12,2144.04,4147.22,10008.87,4517.0,5,0,36.2,14.1,0.6,4389.0,-0.09,1.663,2.1939,42.25,MEDIUM,1
2021-05-11,2021,5,131,Sugar,1226.22,2324.6,4510.45,10369.81,4694.0,6,1,36.8,18.1,0.8,4429.0,-0.136,1.896,2.2227,78.31,HIGH,2
2021-05-12,2021,5,132,Milk,1210.34,2168.45,4079.75,11500.16,5083.0,6,0,37.2,14.5,0.2,4736.0,-0.586,1.792,2.0713,51.36,MEDIUM,1
2021-05-13,2021,5,133,Rice,1282.35,2442.53,4428.6,11292.29,5034.0,7,0,35.7,19.9,0.6,4377.0,-0.839,1.905,2.1271,54.87,MEDIUM,1
2021-05-14,2021,5,134,Wheat,1319.17,2311.26,4498.31,11938.91,5286.0,7,1,36.6,18.2,1.0,4548.0,-0.291,1.752,2.0962,83.38,HIGH,2
2021-05-15,2021,5,135,Tomato,1306.36,2256.27,4799.33,11433.9,5028.0,6,0,34.6,19.1,0.5,4259.0,0.318,1.727,2.0206,41.31,MEDIUM,1
2021-05-16,2021,5,136,Onion,1289.41,2313.03,4671.59,11422.53,5042.0,6,0,37.2,18.4,1.0,4524.0,0.207,1.794,2.0196,44.5,MEDIUM,1
2021-05-17,2021,5,137,Sugar,1166.13,2128.23,4701.59,11734.01,5215.0,4,0,34.0,16.0,0.1,4247.0,-0.129,1.825,1.8445,30.78,MEDIUM,1
2021-05-18,2021,5,138,Milk,1332.03,2340.69,4500.64,11508.88,5108.0,7,0,35.0,21.3,1.5,4454.0,0.093,1.757,1.8632,47.02,MEDIUM,1
2021-05-19,2021,5,139,Rice,1205.74,2087.3,4314.95,10873.66,4802.0,6,0,38.8,19.2,0.2,4462.0,-0.794,1.731,1.8222,45.92,MEDIUM,1
2021-05-20,2021,5,140,Wheat,1341.73,2389.19,5053.78,12183.95,5288.0,4,0,34.8,17.3,0.3,4474.0,-0.43,1.781,1.7933,33.79,MEDIUM,1
2021-05-21,2021,5,141,Tomato,1233.51,2178.21,4385.68,10623.0,4791.0,7,0,38.1,16.4,0.6,4395.0,-0.393,1.766,1.7832,47.66,MEDIUM,1
2021-05-22,2021,5,142,Onion,1238.38,2075.64,4202.54,11140.44,4848.0,4,0,37.4,18.2,0.2,4434.0,0.106,1.676,1.7047,29.38,MEDIUM,1
2021-05-23,2021,5,143,Sugar,1319.33,2307.39,4996.27,12864.24,5665.0,7,0,37.4,19.5,0.6,4617.0,0.018,1.749,1.8528,48.87,MEDIUM,1
2021-05-24,2021,5,144,Milk,1356.07,2512.66,5004.49,12225.88,5422.0,5,0,38.8,20.3,0.2,4388.0,-0.185,1.853,1.7969,36.76,MEDIUM,1
2021-05-25,2021,5,145,Rice,1247.0,2300.4,4256.11,11224.21,4958.0,7,0,36.0,14.9,0.1,4144.0,-0.274,1.845,1.8605,45.72,MEDIUM,1
2021-05-26,2021,5,146,Wheat,1312.43,2272.61,4837.21,11490.62,5102.0,4,0,39.2,17.1,0.1,4374.0,-0.195,1.732,1.861,32.63,MEDIUM,1
2021-05-27,2021,5,147,Tomato,1352.77,2271.95,4097.34,9954.67,4490.0,4,0,34.5,16.7,0.1,4347.0,-0.079,1.679,1.886,32.16,MEDIUM,1
2021-05-28,2021,5,148,Onion,1346.93,2479.42,5086.9,12659.14,5564.0,6,0,36.9,15.7,0.9,4501.0,-0.772,1.841,1.9001,47.37,MEDIUM,1
2021-05-29,2021,5,149,Sugar,1342.87,2272.84,4716.31,12011.58,5212.0,5,0,38.8,15.9,0.4,4904.0,0.736,1.693,1.7856,37.14,MEDIUM,1
2021-05-30,2021,5,150,Milk,1310.04,2385.94,4737.45,12012.27,5280.0,6,0,35.2,22.9,0.3,4494.0,0.16,1.821,1.7631,40.59,MEDIUM,1
2021-05-31,2021,5,151,Rice,1328.82,2231.51,4504.29,11505.45,5084.0,7,0,39.6,15.7,0.2,4357.0,0.301,1.679,1.6319,41.54,MEDIUM,1
2021-06-01,2021,6,152,Wheat,1299.23,2310.41,4473.27,10271.56,4624.0,5,0,30.3,16.1,2.3,4434.0,-0.09,1.778,1.6285,34.22,MEDIUM,1
2021-06-02,2021,6,153,Tomato,1319.79,2401.53,4971.95,12356.9,5384.0,6,0,33.5,25.6,2.3,4482.0,-0.032,1.82,1.6298,39.43,MEDIUM,1
2021-06-03,2021,6,154,Onion,1313.59,2277.74,4644.81,11087.27,4918.0,5,0,27.9,22.0,33.0,4408.0,0.066,1.734,1.5873,32.56,MEDIUM,1
2021-06-04,2021,6,155,Sugar,1293.65,2343.86,4509.17,11386.75,5035.0,4,0,33.3,15.7,16.2,4362.0,-0.537,1.812,1.6753,31.43,MEDIUM,1
2021-06-05,2021,6,156,Milk,1195.21,2109.77,4382.63,11326.04,5023.0,7,0,33.0,16.8,40.5,4555.0,-0.742,1.765,1.5837,48.02,MEDIUM,1
2021-06-06,2021,6,157,Rice,1364.91,2698.07,5298.19,12334.42,5423.0,5,0,32.9,20.6,0.0,4190.0,-0.285,1.977,1.5563,31.67,MEDIUM,1
2021-06-07,2021,6,158,Wheat,1367.66,2328.64,4923.33,12333.3,5355.0,5,0,28.5,16.6,8.0,4479.0,-0.072,1.703,1.5488,33.38,MEDIUM,1
2021-06-08,2021,6,159,Tomato,1304.51,2439.06,4572.95,10591.4,4687.0,4,0,33.4,16.2,9.0,4718.0,0.032,1.87,1.5854,30.8,MEDIUM,1
2021-06-09,2021,6,160,Onion,1284.14,2524.97,5141.44,12788.34,5635.0,7,0,32.9,13.6,19.6,4392.0,0.237,1.966,1.5449,40.91,MEDIUM,1
2021-06-10,2021,6,161,Sugar,1243.8,2237.22,4694.0,12112.07,5251.0,6,0,30.9,12.3,8.2,4391.0,-0.213,1.799,1.4999,37.47,LOW,0
2021-06-11,2021,6,162,Milk,1366.86,2334.5,4562.79,11565.12,5219.0,7,0,30.9,20.4,22.5,4305.0,0.588,1.708,1.529,38.04,MEDIUM,1
2021-06-12,2021,6,163,Rice,1235.78,2380.82,4666.53,11738.67,5258.0,6,0,30.9,16.0,12.0,4696.0,-0.491,1.927,1.4872,41.72,LOW,0
2021-06-13,2021,6,164,Wheat,1306.42,2314.79,4586.51,11382.37,5117.0,6,0,33.8,13.5,7.9,4293.0,-0.237,1.772,1.4899,36.46,LOW,0
2021-06-14,2021,6,165,Tomato,1343.83,2416.6,5079.63,11255.22,5000.0,7,0,32.2,14.6,1.9,4577.0,-0.419,1.798,1.4791,45.05,LOW,0
2021-06-15,2021,6,166,Onion,1284.08,2417.28,4487.37,11362.89,5060.0,4,1,29.8,15.3,56.9,4531.0,0.691,1.882,1.4793,54.04,MEDIUM,1
2021-06-16,2021,6,167,Sugar,1269.73,2061.5,4409.49,10311.92,4636.0,7,1,29.5,17.0,14.7,4425.0,-0.008,1.624,1.746,75.48,HIGH,2
2021-06-17,2021,6,168,Milk,1262.51,2330.19,4776.4,12215.72,5432.0,4,1,33.2,19.9,4.0,4450.0,-0.089,1.846,1.7551,61.27,HIGH,2
2021-06-18,2021,6,169,Rice,1326.63,2483.53,4739.03,12212.07,5341.0,6,0,32.0,14.9,3.7,4492.0,0.1,1.872,1.8647,42.39,MEDIUM,1
2021-06-19,2021,6,170,Wheat,1303.9,2406.35,4874.59,12853.39,5698.0,5,1,34.1,18.3,4.5,4472.0,0.188,1.846,1.9473,67.99,HIGH,2
2021-06-20,2021,6,171,Tomato,1185.46,2226.62,4272.77,11121.33,4996.0,5,0,30.9,18.1,27.4,4341.0,0.082,1.878,1.7737,34.61,MEDIUM,1
2021-06-21,2021,6,172,Onion,1249.96,2343.71,4462.65,10803.2,4744.0,5,0,29.8,20.9,9.1,4302.0,-0.058,1.875,1.8167,35.56,MEDIUM,1
2021-06-22,2021,6,173,Sugar,1252.34,2366.72,4429.88,11455.9,5117.0,7,1,31.3,17.3,1.6,4410.0,0.179,1.89,1.7176,73.97,HIGH,2
2021-06-23,2021,6,174,Milk,1273.95,2371.99,4890.53,12098.99,5403.0,6,0,28.4,16.5,1.8,4582.0,-0.23,1.862,1.7432,43.12,MEDIUM,1
2021-06-24,2021,6,175,Rice,1216.8,2120.06,4829.49,11472.16,5063.0,4,0,29.0,20.2,44.5,4278.0,-0.171,1.742,1.6858,28.92,MEDIUM,1
2021-06-25,2021,6,176,Wheat,1254.92,2224.17,4486.76,10559.77,4701.0,4,0,29.6,23.0,11.4,4277.0,-0.21,1.772,1.7269,29.72,MEDIUM,1
2021-06-26,2021,6,177,Tomato,1286.73,2246.36,4581.62,11531.66,5143.0,4,0,34.1,13.8,56.0,4425.0,-0.501,1.746,1.6167,31.01,MEDIUM,1
2021-06-27,2021,6,178,Onion,1303.73,2398.38,4767.0,11150.6,4927.0,5,0,30.5,22.4,2.0,4527.0,-0.577,1.84,1.605,37.23,MEDIUM,1
2021-06-28,2021,6,179,Sugar,1221.28,2277.37,4581.34,10746.57,4745.0,4,0,32.3,13.7,1.9,4418.0,0.051,1.865,1.6148,28.15,MEDIUM,1
2021-06-29,2021,6,180,Milk,1395.97,2467.52,5014.28,13101.07,5734.0,4,0,28.7,15.5,31.2,4580.0,0.048,1.768,1.6043,29.62,MEDIUM,1
2021-06-30,2021,6,181,Rice,1249.86,2304.55,4661.59,10731.55,4786.0,4,0,31.9,15.4,7.3,4431.0,-0.405,1.844,1.6414,30.96,MEDIUM,1
2021-07-01,2021,7,182,Wheat,1163.73,1990.07,4092.22,10592.08,4714.0,10,1,25.2,16.9,0.9,4686.0,-0.33,1.71,1.4702,90.56,HIGH,2
2021-07-02,2021,7,183,Tomato,1043.66,1906.63,3761.25,9841.0,4507.0,10,0,25.4,16.1,7.1,4316.0,0.199,1.827,1.2453,50.84,MEDIUM,1
2021-07-03,2021,7,184,Onion,1129.2,2089.67,4160.2,10930.72,4892.0,9,0,26.9,15.6,1.7,4521.0,0.084,1.851,1.175,47.42,MEDIUM,1
2021-07-04,2021,7,185,Sugar,1136.56,2114.32,3792.26,9823.81,4349.0,7,1,27.4,15.0,11.2,4525.0,-0.168,1.86,1.2011,69.11,MEDIUM,1
2021-07-05,2021,7,186,Milk,1129.27,2139.75,4007.68,9853.11,4428.0,9,0,29.6,14.8,16.5,4525.0,0.22,1.895,1.2263,47.54,MEDIUM,1
2021-07-06,2021,7,187,Rice,1208.39,2222.61,4173.34,11146.81,4974.0,7,0,29.3,20.6,6.3,4425.0,-0.311,1.839,1.2319,39.28,LOW,0
2021-07-07,2021,7,188,Wheat,1090.62,1916.4,3712.81,9522.19,4276.0,10,1,27.8,20.1,8.9,4439.0,0.073,1.757,1.2488,82.76,HIGH,2
2021-07-08,2021,7,189,Tomato,1157.44,2183.25,4317.93,10830.13,4857.0,9,0,27.7,19.7,4.5,4373.0,-0.248,1.886,1.2265,48.37,MEDIUM,1
2021-07-09,2021,7,190,Onion,1198.69,2140.38,4420.38,10769.42,4863.0,10,0,25.4,23.4,3.6,4446.0,-0.132,1.786,1.1718,52.7,MEDIUM,1
2021-07-10,2021,7,191,Sugar,1166.73,2230.97,4394.38,11695.77,5204.0,9,1,26.7,22.4,42.4,4535.0,-0.158,1.912,1.1405,78.25,HIGH,2
2021-07-11,2021,7,192,Milk,1125.58,2022.53,4301.59,11082.43,4908.0,7,0,27.8,20.3,9.5,4394.0,-0.21,1.797,1.1535,37.29,LOW,0
2021-07-12,2021,7,193,Rice,1178.18,1851.81,3646.47,9792.22,4324.0,9,0,27.8,21.8,1.8,4256.0,-0.473,1.572,1.1883,47.75,MEDIUM,1
2021-07-13,2021,7,194,Wheat,1108.39,1995.27,3631.61,8880.31,4062.0,9,0,25.5,20.6,1.0,4281.0,-0.343,1.8,1.2888,48.86,MEDIUM,1
2021-07-14,2021,7,195,Tomato,1079.51,1960.68,4055.02,10605.91,4794.0,7,0,25.2,24.6,29.3,4982.0,-0.101,1.816,1.2815,44.55,LOW,0
2021-07-15,2021,7,196,Onion,1092.79,1945.68,4110.31,9227.6,4154.0,10,0,27.5,17.0,2.7,4478.0,-0.347,1.78,1.3255,56.4,MEDIUM,1
2021-07-16,2021,7,197,Sugar,1076.37,1907.19,3761.75,9251.3,4174.0,10,0,26.0,18.4,29.8,4897.0,-0.579,1.772,1.3415,61.99,MEDIUM,1
2021-07-17,2021,7,198,Milk,1118.54,1864.05,3783.74,8758.43,4080.0,9,0,27.9,15.6,34.0,4347.0,-0.481,1.666,1.3938,51.78,MEDIUM,1
2021-07-18,2021,7,199,Rice,1098.67,2003.89,4174.73,10121.09,4561.0,10,1,28.3,9.9,5.2,4366.0,-0.377,1.824,1.3929,86.44,HIGH,2
2021-07-19,2021,7,200,Wheat,1124.46,2047.1,4506.35,10980.38,4901.0,10,0,27.6,17.3,1.8,4227.0,-0.18,1.821,1.3272,53.08,MEDIUM,1
2021-07-20,2021,7,201,Tomato,1017.87,1838.78,3765.24,9191.77,4283.0,7,0,26.9,14.7,41.8,4325.0,-0.037,1.807,1.2886,37.76,LOW,0
2021-07-21,2021,7,202,Onion,1145.63,2081.77,4278.85,11218.73,5044.0,9,0,28.0,17.1,51.7,4158.0,0.199,1.817,1.3091,45.22,MEDIUM,1
2021-07-22,2021,7,203,Sugar,1032.14,1789.82,3792.82,9415.22,4345.0,7,0,23.7,13.8,2.6,4394.0,-0.09,1.734,1.2882,38.71,LOW,0
2021-07-23,2021,7,204,Milk,1014.28,1708.6,3126.82,7390.44,3486.0,7,0,27.4,16.3,46.8,4361.0,0.21,1.685,1.409,38.7,LOW,0
2021-07-24,2021,7,205,Rice,1027.29,1985.63,4251.71,10661.69,4766.0,7,1,24.9,13.3,1.5,4249.0,-0.311,1.933,1.3513,69.31,MEDIUM,1
2021-07-25,2021,7,206,Wheat,1084.23,1834.0,3499.64,9092.52,4117.0,9,0,25.2,19.4,17.3,4423.0,-0.613,1.692,1.4041,53.36,MEDIUM,1
2021-07-26,2021,7,207,Tomato,993.73,1670.07,3172.91,7581.16,3551.0,7,1,25.6,19.6,6.3,4502.0,-0.33,1.681,1.5151,74.4,HIGH,2
2021-07-27,2021,7,208,Onion,1043.53,1893.45,4055.43,9739.67,4288.0,9,0,26.3,19.9,16.0,4551.0,-0.013,1.814,1.5828,54.32,MEDIUM,1
2021-07-28,2021,7,209,Sugar,1015.98,1976.01,4094.02,10444.37,4637.0,10,0,26.7,14.4,7.9,4490.0,-0.49,1.945,1.5692,60.89,MEDIUM,1
2021-07-29,2021,7,210,Milk,968.72,1812.01,3652.43,9235.88,4195.0,10,1,26.9,18.2,15.5,4562.0,0.261,1.871,1.6765,89.46,HIGH,2
2021-07-30,2021,7,211,Rice,1057.71,1881.41,3891.59,9532.28,4345.0,8,0,28.5,14.6,16.8,4426.0,-0.236,1.779,1.8106,52.6,MEDIUM,1
2021-07-31,2021,7,212,Wheat,1054.37,1983.18,3968.88,9307.59,4199.0,10,0,24.7,21.8,12.1,4255.0,-0.022,1.881,1.8369,60.21,MEDIUM,1
2021-08-01,2021,8,213,Tomato,1014.88,1779.24,3305.1,8081.74,3757.0,7,0,24.3,21.6,8.9,4368.0,-0.221,1.753,1.907,48.39,MEDIUM,1
2021-08-02,2021,8,214,Onion,990.0,1787.38,3302.16,8052.56,3662.0,9,1,27.1,18.0,13.5,4303.0,0.016,1.805,1.8976,86.41,HIGH,2
2021-08-03,2021,8,215,Sugar,1083.18,1796.3,3488.75,8613.86,3937.0,9,1,26.0,16.3,8.4,4603.0,0.031,1.658,1.9552,90.2,HIGH,2
2021-08-04,2021,8,216,Milk,1072.5,1751.46,3404.33,9023.36,4140.0,8,1,27.8,21.8,35.5,4769.0,0.155,1.633,1.9847,86.69,HIGH,2
2021-08-05,2021,8,217,Rice,1076.21,1829.6,3832.86,9499.79,4307.0,7,0,27.1,21.6,17.6,4550.0,-0.114,1.7,2.0774,52.23,MEDIUM,1
2021-08-06,2021,8,218,Wheat,1026.18,1880.67,3968.22,9390.74,4254.0,10,0,28.0,15.3,2.5,4558.0,-0.044,1.833,2.0523,66.58,MEDIUM,1
2021-08-07,2021,8,219,Tomato,981.63,1752.09,3535.77,8493.68,3936.0,10,0,24.8,23.4,8.5,4492.0,0.959,1.785,2.0331,60.62,MEDIUM,1
2021-08-08,2021,8,220,Onion,1011.61,1902.72,3966.75,10201.78,4580.0,9,0,26.0,16.7,3.6,4496.0,-0.22,1.881,2.1502,63.31,MEDIUM,1
2021-08-09,2021,8,221,Sugar,1022.31,2007.19,4129.22,10618.33,4697.0,10,0,26.6,15.1,2.8,4444.0,-0.595,1.963,2.1486,69.64,MEDIUM,1
2021-08-10,2021,8,222,Milk,1067.21,1892.85,3676.18,8897.07,4057.0,9,0,28.8,16.3,2.7,4492.0,0.425,1.774,2.1286,59.72,MEDIUM,1
2021-08-11,2021,8,223,Rice,1011.69,1769.99,3616.5,8730.0,3946.0,9,0,24.0,14.0,2.2,4409.0,-0.422,1.75,2.3671,66.71,MEDIUM,1
2021-08-12,2021,8,224,Wheat,973.05,1875.46,3812.54,9109.55,4080.0,9,0,25.9,14.4,16.5,4421.0,0.288,1.927,2.3098,62.42,MEDIUM,1
2021-08-13,2021,8,225,Tomato,1022.91,1975.96,4151.06,9447.51,4293.0,7,0,26.0,17.3,74.0,4496.0,-0.499,1.932,2.2566,56.3,MEDIUM,1
2021-08-14,2021,8,226,Onion,1041.63,1889.9,3684.08,8661.04,3947.0,7,0,28.6,20.8,22.9,4365.0,0.05,1.814,2.3226,53.24,MEDIUM,1
2021-08-15,2021,8,227,Sugar,988.85,1822.46,3539.49,8815.81,3983.0,9,0,26.9,20.5,0.4,4332.0,-0.115,1.843,2.3019,63.42,MEDIUM,1
2021-08-16,2021,8,228,Milk,985.87,1650.84,3256.3,8321.94,3817.0,10,0,27.8,19.7,26.8,4482.0,0.096,1.675,2.4047,70.41,MEDIUM,1
2021-08-17,2021,8,229,Rice,988.66,1713.53,3234.1,7508.01,3498.0,8,1,27.6,13.9,8.8,4499.0,-0.273,1.733,2.5678,94.87,HIGH,2
2021-08-18,2021,8,230,Wheat,930.3,1583.46,3105.04,7324.9,3418.0,10,0,26.4,16.6,13.7,4484.0,0.114,1.702,2.5671,72.78,HIGH,2
2021-08-19,2021,8,231,Tomato,994.37,1851.68,4001.09,10652.57,4836.0,8,0,29.0,22.3,12.1,4990.0,0.12,1.862,2.6406,68.91,MEDIUM,1
2021-08-20,2021,8,232,Onion,986.92,1811.75,3803.03,10331.12,4713.0,9,1,27.0,16.8,1.7,4500.0,0.214,1.836,2.9043,100.0,HIGH,2
2021-08-21,2021,8,233,Sugar,913.98,1662.92,3285.43,8554.15,3836.0,9,0,26.4,12.2,7.4,4706.0,0.031,1.819,2.6006,70.91,HIGH,2
2021-08-22,2021,8,234,Milk,965.67,1648.28,3237.57,8389.83,3855.0,9,0,28.1,13.7,6.3,4448.0,-0.181,1.707,2.4207,66.7,MEDIUM,1
2021-08-23,2021,8,235,Rice,1036.28,1922.25,4139.78,10646.29,4810.0,10,1,25.9,18.4,1.9,4393.0,-0.162,1.855,2.4118,100.0,HIGH,2
2021-08-24,2021,8,236,Wheat,1001.58,1722.66,3698.73,9634.85,4381.0,9,0,25.8,17.3,14.2,4546.0,-0.554,1.72,2.5371,71.29,HIGH,2
2021-08-25,2021,8,237,Tomato,898.52,1537.7,2787.12,6895.77,3326.0,7,0,25.1,18.2,57.1,4567.0,-0.04,1.711,2.3824,56.61,MEDIUM,1
2021-08-26,2021,8,238,Onion,1047.65,1790.44,3522.1,8938.97,4061.0,8,1,26.3,17.8,16.2,4288.0,-0.069,1.709,2.3645,88.69,HIGH,2
2021-08-27,2021,8,239,Sugar,949.73,1680.05,3035.02,7533.16,3514.0,8,0,23.4,19.1,12.5,4532.0,-0.385,1.769,2.328,62.16,MEDIUM,1
2021-08-28,2021,8,240,Milk,892.06,1701.06,3083.19,8055.29,3727.0,8,0,29.1,12.5,8.1,4291.0,0.074,1.907,2.177,55.2,MEDIUM,1
2021-08-29,2021,8,241,Rice,974.56,1759.68,3420.43,8574.76,3974.0,9,0,28.1,12.7,45.1,4672.0,-0.308,1.806,2.2025,66.3,MEDIUM,1
2021-08-30,2021,8,242,Wheat,947.17,1737.08,3401.03,8628.45,3914.0,9,0,26.8,20.9,4.6,4400.0,0.31,1.834,2.2025,60.49,MEDIUM,1
2021-08-31,2021,8,243,Tomato,931.75,1732.38,3312.89,8544.78,3899.0,7,0,26.4,11.8,6.0,4362.0,-0.221,1.859,2.1202,51.53,MEDIUM,1
2021-09-01,2021,9,244,Onion,987.27,1794.39,3434.48,8942.28,4098.0,6,0,28.8,18.3,22.1,4529.0,-0.31,1.818,2.0858,48.13,MEDIUM,1
2021-09-02,2021,9,245,Sugar,949.17,1674.67,3254.33,8384.46,3939.0,7,0,29.3,18.3,11.3,4263.0,-0.233,1.764,2.1818,51.52,MEDIUM,1
2021-09-03,2021,9,246,Milk,924.16,1544.4,3139.29,7338.1,3393.0,6,0,26.1,18.9,13.2,4468.0,0.144,1.671,2.3344,48.98,MEDIUM,1
2021-09-04,2021,9,247,Rice,889.6,1612.44,3270.23,8760.13,4026.0,4,1,27.1,21.5,9.8,4320.0,-0.222,1.813,2.3192,69.1,HIGH,2
2021-09-05,2021,9,248,Wheat,917.48,1671.56,2893.72,7025.44,3364.0,4,0,29.8,21.4,15.4,4462.0,0.392,1.822,2.4195,38.95,MEDIUM,1
2021-09-06,2021,9,249,Tomato,1006.94,1796.84,3820.44,9847.56,4416.0,4,0,29.6,17.7,25.8,4681.0,-0.332,1.784,2.4342,44.98,MEDIUM,1
2021-09-07,2021,9,250,Onion,958.36,1770.5,3774.18,9894.66,4421.0,4,0,32.3,20.0,0.1,4437.0,0.001,1.847,2.4233,40.71,MEDIUM,1
2021-09-08,2021,9,251,Sugar,1009.1,1894.42,3925.08,10669.84,4785.0,6,0,28.9,19.9,13.7,4585.0,-0.096,1.877,2.4498,53.08,MEDIUM,1
2021-09-09,2021,9,252,Milk,873.03,1659.0,3601.07,8782.21,3999.0,7,0,26.1,20.3,15.1,4373.0,0.044,1.9,2.4358,55.05,MEDIUM,1
2021-09-10,2021,9,253,Rice,938.01,1741.51,3438.04,8953.48,4007.0,6,1,28.7,23.1,2.0,4363.0,-0.199,1.857,2.4552,81.45,HIGH,2
2021-09-11,2021,9,254,Wheat,998.99,1779.79,3380.59,7988.92,3675.0,5,0,29.1,17.1,3.1,4305.0,-0.063,1.782,2.4642,45.33,MEDIUM,1
2021-09-12,2021,9,255,Tomato,894.71,1534.7,2959.59,7797.27,3646.0,6,0,28.0,16.5,22.4,4466.0,-1.0,1.715,2.4598,56.56,MEDIUM,1
2021-09-13,2021,9,256,Onion,898.0,1640.1,3513.06,8743.44,3948.0,5,0,29.4,20.1,21.3,4344.0,-0.475,1.826,2.5102,48.47,MEDIUM,1
2021-09-14,2021,9,257,Sugar,904.79,1631.26,3237.91,7794.34,3679.0,7,0,29.1,18.5,1.4,4487.0,0.341,1.803,2.515,55.89,MEDIUM,1
2021-09-15,2021,9,258,Milk,947.1,1702.17,3488.56,8068.22,3640.0,7,1,32.1,21.4,0.3,4549.0,-0.111,1.797,2.5441,89.21,HIGH,2
2021-09-16,2021,9,259,Rice,916.83,1739.1,3373.91,8601.57,3951.0,6,0,30.3,15.3,2.7,4367.0,-0.486,1.897,2.4829,53.34,MEDIUM,1
2021-09-17,2021,9,260,Wheat,952.32,1828.08,3649.48,9057.11,4067.0,6,1,29.7,20.0,10.4,4822.0,-0.285,1.92,2.4066,85.74,HIGH,2
2021-09-18,2021,9,261,Tomato,935.86,1755.16,3451.19,9258.6,4087.0,4,0,27.8,22.5,3.6,4593.0,-0.233,1.875,2.3079,41.71,MEDIUM,1
2021-09-19,2021,9,262,Onion,873.53,1614.76,2995.54,7361.64,3460.0,6,0,30.1,13.5,12.3,4301.0,-0.195,1.849,2.2059,47.07,MEDIUM,1
2021-09-20,2021,9,263,Sugar,918.27,1714.1,3648.08,9154.36,4264.0,7,0,27.0,17.0,5.0,4547.0,-0.057,1.867,2.2183,54.03,MEDIUM,1
2021-09-21,2021,9,264,Milk,847.61,1523.1,3279.45,8959.97,4087.0,4,0,30.2,16.5,31.7,4447.0,0.09,1.797,2.0734,35.12,MEDIUM,1
2021-09-22,2021,9,265,Rice,848.15,1623.99,3102.37,6627.46,3112.0,4,1,29.8,12.7,5.4,4324.0,-0.248,1.915,2.0931,65.88,HIGH,2
2021-09-23,2021,9,266,Wheat,891.15,1586.29,3190.42,7916.44,3706.0,5,0,28.5,18.8,22.1,4501.0,-0.073,1.78,2.1006,41.88,MEDIUM,1
2021-09-24,2021,9,267,Tomato,788.16,1513.44,3144.36,7678.31,3658.0,4,0,30.9,17.2,26.0,4354.0,0.206,1.92,1.7746,29.13,MEDIUM,1
