Date,Consumer_Demand,Product_Price,Sales,Order_Total,Discount_Rate,Actual_Shipping_Days,Scheduled_Shipping_Days,Late_Delivery_Risk,Shipping_Delay_Days,Product_Category,Shipping_Mode,Market,Order_Region,Customer_Segment,Retailer_Order,Wholesaler_Order,Manufacturer_Order,Demand_Amplification,Bullwhip_Ratio,Lead_Time_Days,Supply_Disruption_Rate,Supply_Disruption,Inventory_Level,Price_Stress,Risk_Score,Risk_Label,Risk_Level_Num,Year,Month,Day_of_Year
2015-11-05,15,192.202278787125,1968.949664472,1774.450396786,0.048310985,2.75,2.875,0.5,0.125,Women's Apparel,Standard Class,Europe,Northern Europe,Consumer,28.3761,53.7998,88.7166,1.8917,1.6198,2.75,0.5,1,521.47,1.4331,66.73,HIGH,2,2015,11,309
2015-11-06,18,182.527526682,2706.229862103,2403.580878609,0.0374342575,4.666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,Fishing,Standard Class,Europe,Southeast Asia,Consumer,31.5931,65.5362,158.7981,1.7552,1.6133,4.67,0.667,1,532.24,1.3609,65.87,HIGH,2,2015,11,310
2015-11-07,23,111.82392191015386,2088.304295379,1852.00058098,0.06372550276923077,3.769230769230769,2.4615384615384617,0.5384615384615384,-0.15384615384615385,Cleats,Standard Class,LATAM,Central America,Consumer,40.3065,75.1827,127.8764,1.7525,1.6352,3.77,0.538,1,528.51,0.8338,62.7,HIGH,2,2015,11,311
2015-11-08,23,178.650817813,2624.720136473,2396.5085759579997,0.0259941653,3.2,3.0,0.6,1.7,Camping & Hiking,Standard Class,Europe,Southern Europe,Consumer,45.9778,124.3096,319.6415,1.999,1.7126,3.2,0.6,1,563.58,1.332,67.57,HIGH,2,2015,11,312
2015-11-09,42,127.06329912828572,2832.11193072,2576.599013942,0.04947737121428571,3.5,3.5714285714285716,0.6428571428571429,-0.2857142857142857,Indoor/Outdoor Games,Standard Class,Europe,South America,Corporate,81.6954,176.68,303.6907,1.9451,1.5818,3.5,0.643,1,562.98,0.9474,61.64,HIGH,2,2015,11,313
2015-11-10,18,212.156156960375,2267.79836718,2044.55840573,0.039495417125,3.625,3.5,0.375,-0.25,Cleats,Standard Class,LATAM,Central America,Consumer,34.9707,79.4106,161.8771,1.9428,1.5574,3.62,0.375,0,533.89,1.5818,36.97,MEDIUM,1,2015,11,314
2015-11-11,16,84.086443731,1129.655052977,1039.569856715,0.03377494642857143,3.4285714285714284,3.142857142857143,0.2857142857142857,0.2857142857142857,Cleats,Standard Class,Europe,Central America,Consumer,32.6526,73.0867,121.2861,2.0408,1.4669,3.43,0.286,0,526.21,0.6269,29.34,LOW,0,2015,11,315
2015-11-12,24,92.09837689063636,2502.828959482,2283.509070483,0.053295017636363635,3.0,3.1818181818181817,0.6363636363636364,0.36363636363636365,Fishing,Standard Class,Europe,South America,Consumer,43.0749,106.7813,315.362,1.7948,1.4854,3.0,0.636,1,565.61,0.6867,59.71,MEDIUM,1,2015,11,316
2015-11-13,27,122.84731775515385,2804.825177908,2580.746713644,0.05190041138461539,2.8461538461538463,3.6923076923076925,0.6923076923076923,0.5384615384615384,Water Sports,Standard Class,Europe,Central America,Consumer,51.7704,105.2323,334.1764,1.9174,1.4733,2.85,0.692,1,569.19,0.9159,59.47,MEDIUM,1,2015,11,317
2015-11-14,29,146.95089161992308,2739.882960286,2437.543129589,0.0682139496923077,3.4615384615384617,2.8461538461538463,0.5384615384615384,0.9230769230769231,Camping & Hiking,Standard Class,Europe,Caribbean,Consumer,50.3529,76.16,164.9694,1.7363,1.5324,3.46,0.538,1,532.08,1.0957,61.61,HIGH,2,2015,11,318
2015-11-15,29,121.02473264133333,2324.004389034,2123.677055028,0.02870389383333333,4.083333333333333,2.3333333333333335,0.5,0.8333333333333334,Women's Apparel,Standard Class,Europe,Western Europe,Consumer,53.6509,113.93,271.5124,1.85,1.4995,4.08,0.5,1,552.64,0.9024,59.99,MEDIUM,1,2015,11,319
2015-11-16,19,114.6732243132222,1813.356499864,1676.7667681389999,0.06801690622222223,4.333333333333333,3.6666666666666665,0.5555555555555556,-0.4444444444444444,Cardio Equipment,Standard Class,Europe,Eastern Asia,Consumer,33.5894,57.8057,81.869,1.7679,1.5188,4.33,0.556,1,517.01,0.855,60.38,HIGH,2,2015,11,320
2015-11-17,17,96.16388483739999,941.503432919,810.010062568,0.0813390334,3.6,2.8,0.0,1.0,Cleats,Second Class,Europe,Caribbean,Consumer,30.7441,54.224,114.8099,1.8085,1.5997,3.6,0.0,0,524.55,0.717,31.99,MEDIUM,1,2015,11,321
2015-11-18,32,111.96934976753846,2645.1775238600003,2324.430084626,0.06884958107692307,3.8461538461538463,3.230769230769231,0.6923076923076923,-0.38461538461538464,Women's Apparel,Standard Class,LATAM,Central America,Consumer,60.8273,134.0829,309.8001,1.9009,1.5672,3.85,0.692,1,561.25,0.8348,61.34,HIGH,2,2015,11,322
2015-11-19,21,122.553213193125,1604.8832875560001,1508.101571892,0.07270386225,3.25,2.625,0.75,0.875,Camping & Hiking,Standard Class,Europe,Eastern Asia,Consumer,34.6566,87.0333,512.1457,1.6503,1.5077,3.25,0.75,1,604.67,0.9138,60.15,HIGH,2,2015,11,323
2015-11-20,22,140.68484190455558,2366.308967153,2090.579021519,0.06542007722222222,4.777777777777778,3.4444444444444446,0.5555555555555556,0.5555555555555556,Cleats,Standard Class,LATAM,Oceania,Consumer,48.573,95.6284,152.3715,2.2079,1.557,4.78,0.556,1,533.67,1.0489,61.63,HIGH,2,2015,11,324
2015-11-21,27,168.21838732692308,3282.202907408,2933.334635454,0.060796868076923076,2.923076923076923,2.923076923076923,0.5384615384615384,0.07692307692307693,Cleats,Standard Class,LATAM,South America,Consumer,43.7295,91.1891,357.9661,1.6196,1.5293,2.92,0.538,1,569.12,1.2542,63.13,HIGH,2,2015,11,325
2015-11-22,19,102.53755917180001,1725.6531730010001,1515.346052951,0.0639738329,4.0,3.1,0.5,0.4,Cardio Equipment,Standard Class,Pacific Asia,Central America,Consumer,30.1386,83.0462,276.8119,1.5862,1.4991,4.0,0.5,1,553.77,0.7645,59.98,MEDIUM,1,2015,11,326
2015-11-23,24,156.379493114,2683.901526716,2355.750680655,0.045397841,3.230769230769231,3.5384615384615383,0.3076923076923077,-0.3076923076923077,Indoor/Outdoor Games,Standard Class,LATAM,Western Europe,Consumer,48.2623,99.2805,257.5497,2.0109,1.4944,3.23,0.308,0,551.17,1.166,31.55,LOW,0,2015,11,327
2015-11-24,22,100.62278028366667,1817.813722285,1603.38537958,0.07378703244444444,3.4444444444444446,3.7777777777777777,0.4444444444444444,0.1111111111111111,Cleats,Standard Class,USCA,South of  USA ,Consumer,42.6486,140.6788,612.1866,1.9386,1.6608,3.44,0.444,0,623.11,0.7502,33.22,MEDIUM,1,2015,11,328
2015-11-25,24,158.2671034818,2113.651018144,1910.717169621,0.046522620199999996,2.6,3.4,0.3,-0.3,Women's Apparel,Standard Class,Europe,Central America,Consumer,45.7528,100.4341,269.0183,1.9064,1.8109,2.6,0.3,0,552.54,1.18,38.02,MEDIUM,1,2015,11,329
2015-11-26,10,137.320718392,1212.213268733,1098.442110796,0.055553859166666664,4.5,4.0,0.6666666666666666,0.5,Cleats,Standard Class,USCA,Caribbean,Consumer,19.0717,26.2903,70.8417,1.9072,1.6735,4.5,0.667,1,515.52,1.0239,63.71,HIGH,2,2015,11,330
2015-11-27,20,116.66003437016667,1257.869922566,1153.758777266,0.05900958516666666,3.0,3.1666666666666665,0.3333333333333333,-0.6666666666666666,Women's Apparel,Standard Class,Europe,Caribbean,Consumer,35.7766,81.5413,188.21,1.7888,1.7145,3.0,0.333,0,538.49,0.8698,34.29,MEDIUM,1,2015,11,331
2015-11-28,13,75.70755595214287,887.628559228,728.862980287,0.08031388442857143,3.0,3.4285714285714284,0.7142857142857143,0.42857142857142855,Women's Apparel,Standard Class,USCA,Oceania,Home Office,21.2852,45.0327,162.5002,1.6373,1.7484,3.0,0.714,1,532.55,0.5645,64.97,HIGH,2,2015,11,332
2015-11-29,8,137.36178824499999,1526.339624446,1389.77453168,0.07711406833333333,3.1666666666666665,3.5,0.5,0.3333333333333333,Cleats,Standard Class,LATAM,West Asia,Consumer,14.4372,36.6314,126.4329,1.8047,1.6793,3.17,0.5,1,524.14,1.0242,63.83,HIGH,2,2015,11,333
2015-11-30,19,98.53841866563636,1610.949521722,1460.998765674,0.028870366727272726,2.6363636363636362,3.3636363636363638,0.6363636363636364,-0.09090909090909091,Fishing,Standard Class,LATAM,Central America,Consumer,31.8014,71.3283,134.7399,1.6738,1.716,2.64,0.636,1,524.45,0.7347,64.32,HIGH,2,2015,11,334
2015-12-01,16,193.59032843114286,2316.666357935,2174.907075859,0.052623661142857145,3.857142857142857,2.4285714285714284,0.8571428571428571,1.1428571428571428,Indoor/Outdoor Games,Standard Class,Europe,Central America,Corporate,31.5915,60.2404,89.2684,1.9745,1.6708,3.86,0.857,1,518.3,1.4434,67.85,HIGH,2,2015,12,335
2015-12-02,14,113.059588717625,1554.538172585,1400.595115797,0.055669429125,4.875,3.25,0.5,-0.25,Camping & Hiking,Standard Class,Europe,Western Europe,Consumer,24.7083,37.918,83.0484,1.7649,1.6905,4.88,0.5,1,513.62,0.843,63.81,HIGH,2,2015,12,336
2015-12-03,42,121.69394988652633,3513.096792373,3200.975439657,0.05210875331578948,3.526315789473684,2.8421052631578947,0.631578947368421,0.05263157894736842,Water Sports,Standard Class,Europe,Western Europe,Consumer,69.2627,130.2231,231.4297,1.6491,1.5631,3.53,0.632,1,550.54,0.9074,61.26,HIGH,2,2015,12,337
2015-12-04,15,211.93940855033335,1503.9830582079999,1398.703504268,0.03769194583333333,3.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,Water Sports,Standard Class,Pacific Asia,Western Europe,Consumer,26.0157,43.0233,98.9435,1.7344,1.6419,3.0,0.333,0,519.55,1.5802,38.64,MEDIUM,1,2015,12,338
2015-12-05,5,312.02277948849996,1050.09270653,948.269148138,0.10162785775,4.0,4.0,0.75,-0.75,Cleats,Standard Class,Europe,South Asia,Consumer,9.3326,16.2901,59.0689,1.8665,1.5429,4.0,0.75,1,513.44,2.3264,74.12,HIGH,2,2015,12,339
2015-12-06,25,111.90672038560001,2209.9164722259998,2040.7738139219998,0.0403150286,3.7,2.6,0.5,0.2,Men's Footwear,Standard Class,Europe,Central America,Consumer,42.3213,93.3311,187.0055,1.6929,1.5486,3.7,0.5,1,543.17,0.8344,60.97,HIGH,2,2015,12,340
2015-12-07,26,93.5167212574,1927.068185179,1836.247413819,0.0327856272,3.1,3.4,0.4,-0.2,Camping & Hiking,Standard Class,Europe,South America,Consumer,42.891,117.4238,272.0108,1.6497,1.507,3.1,0.4,0,553.93,0.6973,30.14,MEDIUM,1,2015,12,341
2015-12-08,20,155.7379758926,1717.661476945,1569.249959287,0.05559950650000001,2.8,2.7,0.6,1.3,Women's Apparel,Standard Class,LATAM,Western Europe,Consumer,36.7041,77.8644,186.8522,1.8352,1.5163,2.8,0.6,1,537.16,1.1612,61.94,HIGH,2,2015,12,342
2015-12-09,16,184.68453555436363,2564.608529219,2306.452170176,0.07057369127272727,3.727272727272727,3.0,0.6363636363636364,1.0,Men's Footwear,Standard Class,Europe,West of USA ,Consumer,29.367,45.3243,143.4281,1.8354,1.6641,3.73,0.636,1,530.28,1.377,67.05,HIGH,2,2015,12,343
2015-12-10,49,77.16229821428571,1811.121787365,1611.029668935,0.04284759842857143,3.5,2.7857142857142856,0.42857142857142855,0.0,Men's Footwear,Standard Class,Pacific Asia,Central America,Corporate,83.422,178.7486,191.4468,1.7025,1.4326,3.5,0.429,0,546.63,0.5753,28.65,LOW,0,2015,12,344
2015-12-11,15,142.55468600433332,1339.100692152,1241.1862408010002,0.05537810366666666,4.833333333333333,1.6666666666666667,0.8333333333333334,0.3333333333333333,Electronics,Standard Class,LATAM,Central America,Corporate,25.6292,63.8289,121.3771,1.7086,1.4267,4.83,0.833,1,521.82,1.0629,59.16,MEDIUM,1,2015,12,345
2015-12-12,18,144.41229224366668,2285.179814633,2055.690657802,0.07108303211111111,2.7777777777777777,2.6666666666666665,0.7777777777777778,0.3333333333333333,Indoor/Outdoor Games,Second Class,Europe,Southern Europe,Consumer,32.9952,57.2572,144.9725,1.8331,1.4397,2.78,0.778,1,525.78,1.0767,59.56,MEDIUM,1,2015,12,346
2015-12-13,22,197.31659654335712,4247.927385668,3823.299048783,0.09840528042857143,3.5,2.857142857142857,0.35714285714285715,-0.7857142857142857,Women's Apparel,Standard Class,LATAM,Central America,Corporate,34.0906,65.0635,232.8589,1.5496,1.4367,3.5,0.357,0,545.2,1.4712,33.45,MEDIUM,1,2015,12,347
2015-12-14,18,154.1236785996,1860.1371157410001,1717.720067976,0.0367329801,3.6,3.3,0.8,0.8,Cardio Equipment,Standard Class,Europe,South America,Consumer,28.0058,55.064,109.0026,1.5559,1.4528,3.6,0.8,1,522.85,1.1491,60.55,MEDIUM,1,2015,12,348
2015-12-15,21,114.14614226657143,1376.186307166,1233.802641772,0.06422186042857143,3.857142857142857,3.142857142857143,0.7142857142857143,0.8571428571428571,Cleats,Standard Class,Europe,Central America,Consumer,35.0041,58.6526,71.513,1.6669,1.5227,3.86,0.714,1,515.35,0.8511,60.45,HIGH,2,2015,12,349
2015-12-16,16,52.30561260914286,760.167235063,690.320089989,0.029814144999999997,3.142857142857143,3.2857142857142856,0.14285714285714285,-1.2857142857142858,Fishing,Standard Class,Pacific Asia,East of USA,Consumer,28.0512,62.6043,182.8697,1.7532,1.463,3.14,0.143,0,538.29,0.39,29.26,LOW,0,2015,12,350
2015-12-17,19,132.73500625853848,2963.8262225930002,2717.854306168,0.044247786000000004,3.230769230769231,3.230769230769231,0.5384615384615384,0.07692307692307693,Cardio Equipment,Standard Class,LATAM,Central America,Consumer,35.104,67.1732,126.4615,1.8476,1.4652,3.23,0.538,1,523.01,0.9897,59.3,MEDIUM,1,2015,12,351
2015-12-18,19,133.2078555047,1880.900278174,1739.018915071,0.0557772095,3.9,2.1,0.6,0.4,Cleats,First Class,Europe,Western Europe,Consumer,39.4392,84.0839,130.3825,2.0757,1.5094,3.9,0.6,1,521.68,0.9932,60.19,HIGH,2,2015,12,352
2015-12-19,40,110.3505639582,3164.481899022,2895.693180825,0.028473132533333334,3.466666666666667,2.933333333333333,0.6,0.8666666666666667,Indoor/Outdoor Games,Standard Class,Europe,Western Europe,Consumer,78.0564,128.1345,242.1605,1.9514,1.3218,3.47,0.6,1,551.86,0.8228,56.44,MEDIUM,1,2015,12,353
2015-12-20,11,166.95271594828571,1744.977459125,1541.498658807,0.05703305385714286,3.0,1.8571428571428572,0.5714285714285714,0.8571428571428571,Camping & Hiking,Second Class,LATAM,Central America,Consumer,19.3887,34.8253,76.769,1.7626,1.3127,3.0,0.571,1,514.44,1.2448,58.7,MEDIUM,1,2015,12,354
2015-12-21,32,110.48483129616666,2370.73292644,2162.734204306,0.039190625166666666,2.75,2.3333333333333335,0.75,0.5833333333333334,Women's Apparel,Standard Class,Europe,West of USA ,Consumer,57.2038,129.573,246.5647,1.7876,1.2761,2.75,0.75,1,542.85,0.8238,55.52,MEDIUM,1,2015,12,355
2015-12-22,31,129.93701636438462,2317.522012587,2107.244859339,0.04865533776923077,3.5384615384615383,3.6923076923076925,0.3076923076923077,-0.15384615384615385,Fishing,Standard Class,Europe,Western Europe,Consumer,50.2254,91.3868,99.3048,1.6202,1.3117,3.54,0.308,0,520.31,0.9688,26.23,LOW,0,2015,12,356
2015-12-23,30,95.56941696061538,2390.24850455,2219.370148446,0.03636316453846154,3.769230769230769,2.4615384615384617,0.8461538461538461,0.15384615384615385,Indoor/Outdoor Games,Standard Class,Europe,Western Europe,Consumer,53.6313,148.513,478.0363,1.7877,1.4095,3.77,0.846,1,597.99,0.7126,58.19,MEDIUM,1,2015,12,357
2015-12-24,28,148.43046904000002,2754.176644304,2455.369558578,0.04991837433333334,4.25,2.6666666666666665,0.8333333333333334,0.9166666666666666,Women's Apparel,Standard Class,Europe,Oceania,Consumer,48.7217,88.1769,323.951,1.7401,1.1402,4.25,0.833,1,564.45,1.1067,53.87,MEDIUM,1,2015,12,358
2015-12-25,28,133.31366807542858,1590.327719893,1406.97888295,0.06287175785714286,3.7142857142857144,2.857142857142857,0.5714285714285714,0.0,Indoor/Outdoor Games,Standard Class,Europe,Oceania,Consumer,51.7934,106.2024,313.6948,1.8498,1.1558,3.71,0.571,1,561.46,0.994,53.12,MEDIUM,1,2015,12,359
2015-12-26,8,84.17976763639999,773.935996053,709.966309337,0.0737707772,3.0,1.8,0.8,-0.2,Fishing,Same Day,USCA,Caribbean,Consumer,13.1906,31.1611,49.2063,1.6488,1.1584,3.0,0.8,1,509.71,0.6276,53.17,MEDIUM,1,2015,12,360
2015-12-27,33,191.54960188757144,3602.840769996,3323.554578492,0.033261037785714286,3.0714285714285716,3.0714285714285716,0.2857142857142857,-0.5,Camping & Hiking,Standard Class,LATAM,Western Europe,Consumer,62.2544,91.9002,201.3856,1.8865,1.1564,3.07,0.286,0,539.05,1.4282,27.41,MEDIUM,1,2015,12,361
2015-12-28,17,118.33163472742856,1278.081893042,1175.110566204,0.03315234514285714,3.4285714285714284,2.857142857142857,0.7142857142857143,0.8571428571428571,Cleats,Standard Class,Europe,Central America,Consumer,35.4908,48.9236,114.78,2.0877,1.1919,3.43,0.714,1,520.66,0.8823,53.84,MEDIUM,1,2015,12,362
2015-12-29,23,117.0722279862,2057.696909635,1858.350627544,0.0462611244,4.1,3.4,0.7,1.3,Shop By Sport,Standard Class,Europe,Western Europe,Consumer,40.7479,58.8752,170.7225,1.7716,1.2459,4.1,0.7,1,532.5,0.8729,54.92,MEDIUM,1,2015,12,363
2015-12-30,15,78.37779885674999,1570.6136637949999,1409.876620376,0.066561131125,2.375,3.5,0.625,0.375,Indoor/Outdoor Games,Standard Class,LATAM,Central America,Consumer,27.9665,70.5747,209.6904,1.8644,1.2117,2.38,0.625,1,542.72,0.5844,54.23,MEDIUM,1,2015,12,364
2015-12-31,29,92.05367725588889,1630.796688953,1469.670330452,0.05823299644444445,4.111111111111111,3.2222222222222223,0.3333333333333333,0.5555555555555556,Cleats,Standard Class,Europe,Caribbean,Consumer,55.6508,97.6972,177.6743,1.919,1.1977,4.11,0.333,0,536.47,0.6864,23.95,LOW,0,2015,12,365
2016-01-01,29,122.6132503800769,2737.621492112,2330.044924873,0.09474923823076924,4.153846153846154,3.076923076923077,0.38461538461538464,0.07692307692307693,Water Sports,Standard Class,LATAM,Central America,Consumer,49.897,163.1626,394.8424,1.7206,1.247,4.15,0.385,0,579.46,0.9142,24.94,LOW,0,2016,1,1
2016-01-02,36,93.6336602,3752.239850544,3343.406389278,0.080548056,3.7,2.25,0.6,0.4,Women's Apparel,Standard Class,LATAM,Eastern Asia,Consumer,65.938,115.4702,318.6526,1.8316,1.2929,3.7,0.6,1,560.15,0.6981,55.86,MEDIUM,1,2016,1,2
2016-01-03,15,105.06417743166666,1065.5021132840002,962.104269877,0.0370457535,4.666666666666667,3.1666666666666665,0.8333333333333334,0.8333333333333334,Fishing,Standard Class,Europe,Central America,Consumer,26.8992,54.7159,214.1619,1.7933,1.2502,4.67,0.833,1,542.56,0.7834,55.0,MEDIUM,1,2016,1,3
2016-01-04,26,105.38195069185714,2679.872618135,2430.737803599,0.05522512292857142,3.4285714285714284,2.7142857142857144,0.5714285714285714,0.5714285714285714,Cleats,Standard Class,Europe,Western Europe,Corporate,47.0237,125.4892,377.601,1.8086,1.3336,3.43,0.571,1,569.86,0.7857,56.67,MEDIUM,1,2016,1,4
2016-01-05,13,122.49533886725,2070.64334461,1858.103225864,0.06551170875,3.75,3.25,0.5,0.125,Cleats,Standard Class,Europe,Oceania,Consumer,21.5513,63.1051,195.5882,1.6578,1.2789,3.75,0.5,1,539.35,0.9133,55.58,MEDIUM,1,2016,1,5
2016-01-06,26,122.187758678,1769.61776083,1555.113341625,0.06622271939999999,2.3,3.1,0.7,0.3,Cleats,Standard Class,LATAM,Central America,Corporate,46.6809,138.2111,334.6758,1.7954,1.2914,2.3,0.7,1,570.65,0.911,55.83,MEDIUM,1,2016,1,6
2016-01-07,19,130.42024917372726,2238.053685015,2037.146331354,0.03772001890909091,3.909090909090909,2.6363636363636362,0.5454545454545454,0.09090909090909091,Cardio Equipment,Standard Class,Europe,Western Europe,Home Office,35.767,89.2861,343.9676,1.8825,1.2905,3.91,0.545,1,565.99,0.9724,55.81,MEDIUM,1,2016,1,7
2016-01-08,40,95.36115500914286,2532.164946209,2195.658368916,0.08595617142857144,3.0,3.357142857142857,0.6428571428571429,0.14285714285714285,Men's Footwear,Standard Class,Europe,Central America,Consumer,82.8292,199.2858,540.8802,2.0707,1.3743,3.0,0.643,1,605.83,0.711,57.49,MEDIUM,1,2016,1,8
2016-01-09,28,150.28756252600002,3000.3534164029998,2790.83882212,0.06190327041666666,3.6666666666666665,2.0833333333333335,0.5833333333333334,0.5833333333333334,Water Sports,First Class,USCA,Eastern Asia,Consumer,55.1975,121.8232,211.9247,1.9713,1.5157,3.67,0.583,1,543.31,1.1205,61.52,HIGH,2,2016,1,9
2016-01-10,31,202.64646033608332,3327.812387453,3056.8795470659998,0.059871598500000005,3.3333333333333335,3.0,0.5833333333333334,0.6666666666666666,Camping & Hiking,Standard Class,Europe,Oceania,Consumer,68.8611,157.7342,606.1526,2.2213,1.6545,3.33,0.583,1,625.11,1.5109,68.2,HIGH,2,2016,1,10
2016-01-11,24,149.23197454766665,2960.318351017,2663.345665852,0.06233059541666666,4.75,2.8333333333333335,0.5,-0.9166666666666666,Water Sports,Standard Class,Europe,South America,Consumer,39.8095,69.8965,209.8352,1.6587,1.6564,4.75,0.5,1,540.89,1.1127,64.25,HIGH,2,2016,1,11
2016-01-12,11,133.6133814642857,1174.2961412979998,1119.423166886,0.03412826057142857,3.4285714285714284,3.4285714285714284,0.7142857142857143,0.7142857142857143,Camping & Hiking,Standard Class,USCA,South Asia,Consumer,21.497,35.7812,72.0526,1.9543,1.6432,3.43,0.714,1,513.65,0.9962,62.86,HIGH,2,2016,1,12
2016-01-13,20,79.9234506515,1258.5268786830002,1184.075380713,0.06992327999999999,3.6666666666666665,3.1666666666666665,0.16666666666666666,0.6666666666666666,Camping & Hiking,Standard Class,LATAM,Central America,Consumer,36.4832,71.4734,142.1018,1.8242,1.637,3.67,0.167,0,524.48,0.5959,32.74,MEDIUM,1,2016,1,13
2016-01-14,30,103.32486433700001,2165.990793562,1946.553773116,0.027867712555555552,3.5555555555555554,3.7777777777777777,0.4444444444444444,-0.1111111111111111,Men's Footwear,Standard Class,LATAM,Western Europe,Consumer,66.8843,126.732,330.6025,2.2295,1.5593,3.56,0.444,0,566.43,0.7704,31.19,MEDIUM,1,2016,1,14
2016-01-15,38,96.78249611676922,2061.7012745819998,1915.9732224,0.038896271076923075,3.3076923076923075,2.8461538461538463,0.5384615384615384,0.15384615384615385,Cleats,Standard Class,LATAM,Western Europe,Consumer,62.7741,112.3978,310.8157,1.652,1.5409,3.31,0.538,1,569.92,0.7216,60.82,HIGH,2,2016,1,15
2016-01-16,32,66.72770128781818,1785.3603848110001,1499.427615317,0.08688329881818181,3.6363636363636362,2.6363636363636362,0.5454545454545454,0.2727272727272727,Cardio Equipment,Standard Class,Europe,Western Europe,Consumer,52.6966,118.7446,299.1868,1.6468,1.5094,3.64,0.545,1,560.72,0.4975,60.19,HIGH,2,2016,1,16
2016-01-17,16,85.62803644475,1440.518020004,1334.759305409,0.040598360875,4.625,3.0,0.25,-0.25,Men's Footwear,First Class,LATAM,Central America,Corporate,26.9892,64.0487,167.9461,1.6868,1.4695,4.62,0.25,0,533.55,0.6384,29.39,LOW,0,2016,1,17
2016-01-18,28,85.64697447672728,1763.787236952,1564.642352994,0.07987410863636363,3.4545454545454546,2.5454545454545454,0.45454545454545453,-0.36363636363636365,Men's Footwear,Second Class,Europe,Western Europe,Corporate,40.5527,80.9175,344.9695,1.4483,1.5076,3.45,0.455,0,569.9,0.6386,30.15,MEDIUM,1,2016,1,18
2016-01-19,34,152.50956230733334,3307.085126795,3020.558535762,0.04129560746666667,3.6,2.933333333333333,0.5333333333333333,0.5333333333333333,Women's Apparel,Standard Class,Europe,Central America,Consumer,57.7759,152.2045,520.7686,1.6993,1.554,3.6,0.533,1,604.12,1.1371,62.45,HIGH,2,2016,1,19
2016-01-20,28,161.06895715123076,3301.228297594,2864.998054821,0.08702239023076924,3.769230769230769,2.8461538461538463,0.5384615384615384,0.6153846153846154,Indoor/Outdoor Games,Standard Class,USCA,Southern Europe,Corporate,46.4826,72.5218,182.2994,1.6601,1.5832,3.77,0.538,1,534.18,1.2009,63.67,HIGH,2,2016,1,20
2016-01-21,23,113.81932614525,1881.9909042580002,1702.316083091,0.03882804533333333,3.1666666666666665,3.4166666666666665,0.5833333333333334,0.16666666666666666,Women's Apparel,Standard Class,LATAM,Western Europe,Consumer,41.8177,78.8648,257.8131,1.8182,1.5037,3.17,0.583,1,553.46,0.8486,60.07,HIGH,2,2016,1,21
2016-01-22,12,147.87496010599997,1428.7742074379998,1309.960063852,0.052562731714285715,4.714285714285714,3.0,0.7142857142857143,1.2857142857142858,Men's Footwear,Standard Class,LATAM,Central America,Consumer,22.2395,37.7752,61.8869,1.8533,1.4941,4.71,0.714,1,512.65,1.1026,60.91,MEDIUM,1,2016,1,22
2016-01-23,27,87.187089159,2079.8173322479997,1908.4777883460001,0.04983691538461539,4.0,2.3076923076923075,0.6153846153846154,0.7692307692307693,Cleats,Standard Class,Pacific Asia,Caribbean,Consumer,58.3372,78.7344,212.8091,2.1606,1.5141,4.0,0.615,1,542.61,0.6501,60.28,HIGH,2,2016,1,23
2016-01-24,19,100.30691356966668,1652.181781472,1495.867799466,0.052575227555555555,4.111111111111111,2.5555555555555554,0.5555555555555556,0.7777777777777778,Fishing,Standard Class,LATAM,Central America,Corporate,37.4223,72.1595,319.6341,1.9696,1.489,4.11,0.556,1,562.07,0.7479,59.78,MEDIUM,1,2016,1,24
2016-01-25,9,153.73735913685712,1239.405249754,1138.614530791,0.06476991771428572,4.714285714285714,3.5714285714285716,0.2857142857142857,0.5714285714285714,Women's Apparel,Standard Class,LATAM,Southeast Asia,Consumer,15.2156,29.1111,63.4241,1.6906,1.4916,4.71,0.286,0,513.86,1.1463,31.29,LOW,0,2016,1,25
2016-01-26,20,179.94438441644445,2343.877652739,2033.715303253,0.07244947366666667,3.3333333333333335,2.7777777777777777,0.4444444444444444,0.8888888888888888,Water Sports,Standard Class,LATAM,Western Europe,Consumer,32.7426,86.8788,151.8485,1.6371,1.5089,3.33,0.444,0,531.7,1.3417,33.59,MEDIUM,1,2016,1,26
2016-01-27,24,124.50065956450001,1853.637152969,1616.278634484,0.0706081447,3.9,2.9,0.3,0.4,Cardio Equipment,Standard Class,LATAM,Southeast Asia,Consumer,45.1519,100.418,187.9454,1.8813,1.5055,3.9,0.3,0,536.26,0.9283,30.11,MEDIUM,1,2016,1,27
2016-01-28,16,111.66988893,870.3925300220001,757.519546818,0.079080452,3.4,2.4,0.6,-0.6,Golf Balls,Standard Class,LATAM,South America,Corporate,25.1122,40.1115,64.414,1.5695,1.5301,3.4,0.6,1,514.49,0.8326,60.6,HIGH,2,2016,1,28
2016-01-29,16,103.10027008109091,2311.615563128,2072.992722272,0.0634414640909091,3.0,2.4545454545454546,0.45454545454545453,0.09090909090909091,Women's Apparel,Standard Class,Europe,Central America,Corporate,34.416,97.7572,174.6635,2.151,1.5523,3.0,0.455,0,534.14,0.7687,31.05,MEDIUM,1,2016,1,29
