Order_Date,Product_Category,Product_Name,Order_Quantity,Product_Price,Order_Item_Price,Sales,Discount,Discount_Rate,Order_Total,Actual_Shipping_Days,Scheduled_Shipping_Days,Late_Delivery_Risk,Shipping_Mode,Market,Order_Region,Customer_Segment,Order_Status,Delivery_Status,Shipping_Delay_Days,Revenue_Per_Item,Discount_Amount_Per_Item
2015-04-01 23:13:08,Camping & Hiking,Pelican Sunstream 100 Kayak,1,195.67262384,195.601036802,198.702918861,0.50044999,0.010100314,188.832808114,2,2,1,Standard Class,LATAM,Northern Europe,Corporate,PROCESSING,Late delivery,-2,204.2064960816052,1.0839675768583303
2016-06-24 16:29:53,Fishing,Under Armour Girls' Toddler Spine Surge Runni,1,68.043357167,68.023346112,38.064760902,0.1609966,0.010352726,34.41182826,2,4,1,Standard Class,LATAM,South America,Consumer,PENDING_PAYMENT,Late delivery,-2,67.42767972923562,1.2030126339350307
2015-03-06 01:17:52,Men's Footwear,O'Brien Men's Neoprene Life Vest,2,82.683669165,82.713527217,232.358431209,26.1573191,0.161996914,196.577140255,2,4,0,Standard Class,LATAM,Central America,Home Office,PROCESSING,Late delivery,-2,83.12685998221515,15.137819407934973
2016-11-03 04:40:05,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,179.398020503,179.332790723,280.401505351,12.903648895,0.042256049,256.684098413,3,4,1,Standard Class,Pacific Asia,Eastern Asia,Consumer,COMPLETE,Late delivery,1,186.08376607744555,11.931508955264595
2017-01-04 19:57:08,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4,316.041284747,316.013476982,361.604659585,27.747076107,0.094030302,308.55121345,5,4,0,Second Class,Europe,Western Europe,Corporate,CLOSED,Late delivery,-2,339.22105152301157,24.712999708684336
2016-08-31 06:19:25,Fishing,Under Armour Girls' Toddler Spine Surge Runni,2,20.531366516,20.528373622,169.472361171,1.107131665,0.010131433,163.059446599,2,4,1,Standard Class,LATAM,South America,Consumer,PENDING_PAYMENT,Shipping on time,1,19.49817411313285,0.24279506525305805
2015-07-06 22:25:49,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3,21.810819796,21.818214759,61.030072115,0.989289613,0.011449549,56.904582594,2,4,1,Standard Class,Pacific Asia,Oceania,Home Office,SUSPECTED_FRAUD,Late delivery,-2,20.323207633414718,0.9587989111441647
2016-03-28 11:36:33,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,61.364911974,61.403858337,61.337982531,16.942833659,0.045902879,57.429392578,3,1,0,First Class,LATAM,Northern Europe,Consumer,PENDING_PAYMENT,Shipping on time,-1,60.617916799047805,13.359925840429783
2017-07-09 17:56:57,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,2,64.772588564,64.747504409,70.343399209,6.019402652,0.026518218,57.737537855,2,1,0,First Class,LATAM,Central America,Corporate,PAYMENT_REVIEW,Late delivery,-1,64.27399614195528,7.382088425038106
2017-03-05 13:01:44,Fishing,Nike Men's Deutschland Weltmeister Winners Bl,4,13.858873072,13.855779248,22.942655033,12.299212045,0.172824266,17.927813523,4,4,1,Standard Class,USCA,Southern Europe,Consumer,CANCELED,Shipping canceled,4,13.278675658636299,6.323411266548269
2015-11-10 06:18:37,Cleats,Nike Men's CJ Elite 2 TD Football Cleat,5,240.640615384,240.595095596,205.4757133,92.690207642,0.158852475,163.668204194,2,4,0,Standard Class,LATAM,Central America,Consumer,ON_HOLD,Late delivery,-2,250.01338100347337,72.02165013108984
2015-01-24 18:34:39,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,82.129567059,82.199148771,98.228866817,3.064506399,0.017890375,81.709829889,3,4,1,First Class,LATAM,Central America,Consumer,COMPLETE,Advance shipping,-1,81.28333505931543,5.272191765271332
2015-05-01 00:47:16,Fishing,Glove It Women's Imperial Golf Glove,1,131.727117433,131.715848152,213.421865058,0.288894883,0.010007621,202.035034007,4,0,0,First Class,Africa,West of USA ,Home Office,COMPLETE,Shipping on time,3,134.1824691617687,0.5397119630698769
2015-10-03 20:55:11,Fishing,Nike Men's Free 5.0+ Running Shoe,4,69.817376469,69.758614946,140.118360056,11.734374495,0.072732972,141.468583177,2,4,0,Second Class,Pacific Asia,Western Europe,Corporate,COMPLETE,Late delivery,0,69.14982623042224,5.917949556475556
2015-05-08 09:36:55,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,83.301570565,83.304262098,155.978628759,25.113744129,0.087732163,129.470682345,6,2,1,Standard Class,Pacific Asia,West of USA ,Consumer,ON_HOLD,Shipping on time,4,83.67546509676241,16.981470214476754
2016-01-04 21:48:53,Cardio Equipment,Under Armour Girls' Toddler Spine Surge Runni,2,21.127322626,21.139829847,75.055488084,5.720859622,0.043095814,67.485497408,6,0,1,Same Day,Europe,Caribbean,Corporate,PROCESSING,Shipping on time,0,20.055608280641298,3.7765078687037414
2016-11-08 01:54:58,Shop By Sport,Field & Stream Sportsman 16 Gun Fire Safe,5,52.186497268,52.174514633,61.091673323,1.976763223,0.014025835,54.775628859,3,4,0,Standard Class,Europe,Oceania,Consumer,PROCESSING,Shipping on time,2,51.323064795464276,3.318412594157073
2015-08-24 04:32:12,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1,133.125397474,133.064298554,192.108289578,135.240853172,0.131965887,150.347042134,6,4,1,Standard Class,Europe,Northern Europe,Home Office,COMPLETE,Advance shipping,-1,135.87982232705247,87.35594858313821
2016-06-06 00:17:38,Men's Footwear,Nike Men's Dri-FIT Victory Golf Polo,1,144.579591789,144.635512171,158.938422044,96.847619251,0.226346889,123.39576255,6,4,0,Standard Class,Pacific Asia,Southeast Asia,Consumer,COMPLETE,Late delivery,-1,148.90705042841128,75.10007911372388
2016-06-06 01:30:01,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,48.543023456,48.497380606,116.541604036,66.974088859,0.121104906,97.185286347,3,1,0,Standard Class,LATAM,Central America,Corporate,COMPLETE,Late delivery,-2,47.51222232810834,35.370103921751095
2017-06-06 12:28:51,Electronics,Field & Stream Sportsman 16 Gun Fire Safe,5,67.875374981,67.897848909,108.839110749,23.410919748,0.089511431,96.532234219,2,4,1,Second Class,Pacific Asia,Oceania,Home Office,SUSPECTED_FRAUD,Shipping canceled,4,65.77206113688433,12.477398612308521
2015-03-20 23:16:22,Shop By Sport,Field & Stream Sportsman 16 Gun Fire Safe,1,66.78675612,66.764703222,100.621094794,27.016278365,0.112794131,88.865082054,4,4,0,Standard Class,Pacific Asia,West of USA ,Consumer,PENDING_PAYMENT,Shipping on time,1,66.50609537917315,20.43361702149531
2015-11-11 10:32:15,Indoor/Outdoor Games,Team Golf New England Patriots Putter Grip,1,278.494582462,278.488580609,231.530921182,32.993239718,0.029422258,207.047778555,3,1,0,Second Class,Pacific Asia,Northern Europe,Consumer,CLOSED,Late delivery,1,289.27858013051036,34.33048974961799
2016-09-16 06:55:42,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,245.388663493,245.402170627,198.316496694,19.428861987,0.042060996,166.719730559,5,2,0,First Class,USCA,South of  USA ,Consumer,PENDING_PAYMENT,Late delivery,2,257.54923238924584,20.685294100245397
2016-07-29 20:48:50,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,5,51.871327579,51.916638914,136.988844307,12.619266565,0.024948068,128.579637779,3,4,1,Standard Class,LATAM,South America,Consumer,CANCELED,Late delivery,-1,51.09455344969439,6.210338534655941
2017-05-07 08:13:06,Cleats,Nike Men's Free 5.0+ Running Shoe,1,180.530404453,180.4811661,291.947665598,3.582527942,0.014295296,265.08294018,5,2,1,Second Class,USCA,Southern Europe,Consumer,PROCESSING,Advance shipping,0,188.18060894043546,4.327014277935394
2016-06-27 05:21:11,Men's Footwear,Perfect Fitness Perfect Rip Deck,3,18.094420222,18.086502352,137.297426148,0.038561189,0.010000142,133.067161019,6,2,1,First Class,Pacific Asia,West of USA ,Corporate,COMPLETE,Late delivery,4,17.02575863448429,0.11736198485096798
2016-11-30 21:11:45,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5,186.454774643,186.414939259,301.591623345,14.829137218,0.012827887,285.032548673,2,4,0,Standard Class,Pacific Asia,Eastern Europe,Consumer,COMPLETE,Advance shipping,-1,192.21143093577138,11.942764487491921
2017-06-02 19:29:54,DVDs,Porcelain crafts,1,62.634053784,62.680710553,148.963062266,18.920626065,0.073385335,122.350843356,5,1,1,Second Class,Pacific Asia,Western Europe,Corporate,PENDING_PAYMENT,Advance shipping,0,62.358065130215806,12.94710580196021
2015-10-30 02:02:49,Accessories,Nike Men's Free 5.0+ Running Shoe,3,23.632685878,23.636983156,87.492603402,3.908532644,0.014842518,77.51503063,2,4,1,First Class,LATAM,Central America,Consumer,COMPLETE,Late delivery,-1,22.46359004688192,3.1172886687045165
2015-06-12 20:43:54,Cleats,Perfect Fitness Perfect Rip Deck,4,126.05038529,125.992763569,274.85544601,9.796047485,0.05376438,247.767031333,2,4,0,Standard Class,Europe,South America,Corporate,PENDING_PAYMENT,Advance shipping,-2,128.29184974064833,7.529784551557379
2016-02-16 05:36:04,Indoor/Outdoor Games,Nike Men's Dri-FIT Victory Golf Polo,3,56.375226836,56.349704764,140.528444419,122.393476053,0.235835076,114.530633067,4,2,1,Standard Class,LATAM,Central America,Corporate,CLOSED,Late delivery,1,54.74326300506716,57.70985899900432
2015-12-14 01:22:02,Shop By Sport,Nike Men's Free 5.0+ Running Shoe,1,559.558048645,559.581547756,478.051815304,32.295034899,0.032850409,427.779583342,6,4,1,Standard Class,Europe,Southeast Asia,Consumer,PROCESSING,Late delivery,-1,601.4371409317896,31.787613714909714
2015-03-13 23:04:28,Water Sports,Pelican Sunstream 100 Kayak,3,59.8320994,59.852381241,174.453756941,11.178350699,0.070987083,164.968637032,2,4,0,Standard Class,LATAM,Central America,Corporate,COMPLETE,Late delivery,-1,58.63209430647436,5.898038493507518
2015-06-08 21:35:53,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,49.599431682,49.602787938,56.608736799,1.027542587,0.012289996,64.910772707,2,2,0,Standard Class,Pacific Asia,Southeast Asia,Corporate,PENDING_PAYMENT,Late delivery,-1,48.52154008732677,1.5758989049125267
2017-03-26 03:59:34,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,146.854959774,146.874475411,240.925500309,2.013108618,0.010044116,241.092224093,2,4,1,Standard Class,Europe,Southern Europe,Corporate,ON_HOLD,Advance shipping,-1,151.8455415580763,1.8631504224413658
2016-04-27 11:56:45,Men's Footwear,Nike Men's Dri-FIT Victory Golf Polo,4,158.271113254,158.405324548,340.391902315,10.108181644,0.030626482,342.595022166,6,1,1,Standard Class,Pacific Asia,West Asia,Consumer,PENDING_PAYMENT,Late delivery,4,161.7158739686003,8.384616445649288
2015-08-25 07:36:57,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,311.271844087,311.279145672,234.785345678,11.635697515,0.010424656,210.934839749,2,1,1,Second Class,Pacific Asia,Oceania,Consumer,CLOSED,Advance shipping,-1,326.77296490608103,18.022480233421796
2017-06-15 15:46:18,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1,98.255331148,98.230733494,107.236751266,0.375184416,0.010190497,100.151303956,3,2,0,Standard Class,Europe,Oceania,Consumer,PENDING_PAYMENT,Advance shipping,-2,98.84742505446552,0.9490702512535434
2015-08-02 15:37:45,Women's Apparel,Nike Men's CJ Elite 2 TD Football Cleat,3,11.15193852,11.150362862,23.690788139,1.514623701,0.012948871,24.324325111,2,4,1,Standard Class,Europe,Western Europe,Home Office,PENDING,Late delivery,-1,10.88761569826638,0.5415949405159753
2017-12-14 22:17:09,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3,71.858315232,71.864921886,373.664107592,33.134156816,0.048830354,332.79493499,2,1,1,First Class,USCA,US Center ,Home Office,COMPLETE,Late delivery,-2,71.75980123662592,11.450142420064143
2018-01-11 00:33:22,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2,119.997869752,119.917755146,308.564255738,9.945618239,0.011399155,277.463859846,6,2,1,Second Class,LATAM,South of  USA ,Home Office,PENDING_PAYMENT,Shipping on time,1,119.73489756438438,5.369877719662947
2017-08-27 03:05:37,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,63.954408919,63.930325726,123.281417681,1.669308132,0.010040028,130.220402863,2,4,1,Standard Class,Pacific Asia,West Asia,Consumer,COMPLETE,Late delivery,2,62.49488431146217,1.6410741588955655
2017-03-29 00:57:29,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,3,20.71428966,20.723013476,44.62517365,13.736074235,0.153225047,38.817767907,2,4,0,Standard Class,LATAM,Caribbean,Corporate,COMPLETE,Late delivery,-2,19.66478223903526,8.159971368797864
2017-01-25 07:34:53,Sporting Goods,Fighting video games,1,99.528144067,99.594848704,215.299257683,31.854386467,0.139140982,181.886307828,4,4,0,Standard Class,Africa,West Africa,Consumer,COMPLETE,Late delivery,1,100.54907259641026,22.480350016573666
2016-03-17 02:27:52,Cleats,Nike Men's Free 5.0+ Running Shoe,4,32.559394245,32.561612134,132.926695963,6.288734567,0.012486916,113.056356187,6,4,1,Standard Class,Pacific Asia,Oceania,Home Office,PROCESSING,Late delivery,1,31.138066975688073,3.7089962810613897
2015-11-24 09:38:37,Water Sports,Pelican Sunstream 100 Kayak,1,120.831255209,120.742514835,243.081602286,66.22654209,0.048614348,220.129123146,3,4,1,Second Class,USCA,South of  USA ,Corporate,COMPLETE,Shipping on time,4,123.51990038246537,39.701629706408774
2016-04-01 13:59:09,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,94.191771234,94.163487896,97.440312204,18.009501022,0.078611553,85.451462733,3,4,1,Standard Class,Europe,Western Europe,Corporate,PENDING,Late delivery,0,94.52686933165653,17.353735955998026
2016-12-02 22:04:58,Camping & Hiking,Pelican Sunstream 100 Kayak,4,177.9132973,177.967828203,190.200382235,17.190703848,0.069185475,163.451661401,2,4,0,Standard Class,Pacific Asia,West Asia,Home Office,PENDING_PAYMENT,Advance shipping,-2,185.0431613493033,19.042485790756626
2015-11-05 22:36:00,Cleats,O'Brien Men's Neoprene Life Vest,1,245.183547158,245.200654004,381.482277297,22.214349932,0.032847082,348.897798086,0,4,1,Second Class,Europe,Western Europe,Home Office,COMPLETE,Late delivery,3,257.3842010344952,13.425460861564511
2015-08-19 10:49:26,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,214.388938959,214.406001361,242.095579205,20.508861485,0.021045596,204.744843626,2,4,1,Standard Class,Europe,Caribbean,Home Office,CLOSED,Late delivery,-1,224.80500808760294,20.833596050839926
2017-08-15 06:17:28,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1,197.526653967,197.598693081,170.344881187,68.50864956,0.153166132,142.959094496,6,4,0,Standard Class,USCA,West of USA ,Home Office,SUSPECTED_FRAUD,Shipping on time,2,205.22809011778827,50.65224380723359
2017-04-03 18:16:20,Cleats,Perfect Fitness Perfect Rip Deck,4,401.562760666,401.613707656,398.701206868,17.55575155,0.012215382,373.931617415,2,4,0,Standard Class,Pacific Asia,Western Europe,Consumer,COMPLETE,Late delivery,-2,424.65128072227134,19.73251370141924
2015-09-16 21:42:08,Water Sports,Nike Men's Dri-FIT Victory Golf Polo,4,110.138826344,110.112926255,154.655352061,3.11854315,0.011233457,144.330510597,4,4,0,Standard Class,Europe,Central America,Consumer,PENDING_PAYMENT,Late delivery,-2,111.78162859578711,3.565539687434133
2016-08-09 15:04:06,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4,88.092369837,88.115826003,185.995472612,6.34860699,0.129610825,152.05632595,2,4,0,Standard Class,LATAM,Caribbean,Consumer,COMPLETE,Late delivery,-1,88.22169948928018,5.051146923328494
2016-07-11 04:38:59,Cardio Equipment,Perfect Fitness Perfect Rip Deck,5,168.330539626,168.310736458,316.793135743,8.775416781,0.015743444,332.01023117,3,2,0,Standard Class,Pacific Asia,East of USA,Corporate,COMPLETE,Late delivery,0,171.77322151623565,5.16761475983044
2015-11-10 21:46:44,Cleats,Perfect Fitness Perfect Rip Deck,1,155.674002678,155.701824812,179.185603179,0.186276843,0.0100413,167.532251713,5,2,1,Standard Class,USCA,Southern Europe,Consumer,COMPLETE,Late delivery,3,159.52527435969904,0.6259702243481934
2015-06-27 13:22:18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5,141.389726198,141.432509881,276.905503562,16.225105895,0.028393048,251.433968093,2,4,1,Standard Class,LATAM,Western Europe,Consumer,ON_HOLD,Late delivery,1,146.17168441508755,10.433645838303653
2015-08-18 22:52:51,Water Sports,Nike Men's Dri-FIT Victory Golf Polo,1,303.298741141,303.326229649,270.414978536,58.763251258,0.170165314,230.877369963,2,4,1,Standard Class,Pacific Asia,East of USA,Corporate,PENDING_PAYMENT,Late delivery,-1,319.46165268890115,46.54300301612858
2015-09-30 17:26:53,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,484.857893122,484.873391397,362.550780184,8.97332722,0.0139904,364.680463975,3,1,1,First Class,LATAM,Central America,Consumer,COMPLETE,Late delivery,2,515.2352106626861,13.621936725050409
2016-06-08 08:35:34,Cleats,Nike Men's CJ Elite 2 TD Football Cleat,5,52.708762354,52.731254048,117.982726931,79.882376582,0.234013364,95.442536783,2,1,0,Standard Class,USCA,East of USA,Corporate,COMPLETE,Late delivery,-1,50.80773030042916,44.85671379784114
2015-07-17 21:58:02,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,109.315540103,109.280456123,104.489552477,10.017542575,0.010360797,100.581948316,4,4,0,Standard Class,Europe,Caribbean,Consumer,PENDING_PAYMENT,Late delivery,-1,109.08840753362432,13.277396525813696
2017-10-04 05:03:59,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,238.309428661,238.326138589,374.234473043,0.104283201,0.010000024,387.344598474,4,4,1,Standard Class,USCA,Oceania,Consumer,COMPLETE,Late delivery,3,249.13783704288844,0.258088907142595
2016-08-23 08:12:03,Men's Footwear,Nike Men's Dri-FIT Victory Golf Polo,1,148.126391221,148.119326274,325.047074042,16.550160918,0.034422986,305.028346793,2,4,1,Second Class,LATAM,Northern Europe,Consumer,COMPLETE,Advance shipping,2,151.46347684098362,9.656362357160905
2015-08-05 06:47:13,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,102.589240532,102.539442033,302.846797826,1.65646531,0.010001855,276.991042889,3,4,0,Standard Class,Pacific Asia,US Center ,Corporate,ON_HOLD,Late delivery,-2,103.0566843218811,1.0760223097889745
2017-10-24 11:43:46,Electronics,Field & Stream Sportsman 16 Gun Fire Safe,3,56.789551876,56.769139422,144.976743458,52.851223376,0.051104409,120.664671458,5,2,1,Standard Class,Europe,Eastern Asia,Consumer,COMPLETE,Late delivery,3,57.29490705281306,27.59009096489025
2017-01-17 10:03:48,Shop By Sport,Field & Stream Sportsman 16 Gun Fire Safe,3,48.788387291,48.770851173,110.407013503,3.471075724,0.010907042,103.601795623,3,2,1,Second Class,Africa,East Africa,Corporate,COMPLETE,Late delivery,0,47.44282574858393,2.237021720209433
2017-03-05 10:43:18,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,651.7973996,651.841341046,896.817338702,8.234683344,0.010059846,847.536694161,3,4,0,Second Class,Europe,Caribbean,Consumer,COMPLETE,Late delivery,-1,701.8983647341352,10.26703186690187
2015-12-24 14:57:16,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,144.861726385,144.875740253,129.469928012,23.152741716,0.045885852,121.148123001,6,2,1,First Class,Europe,South America,Corporate,CLOSED,Advance shipping,0,149.69920647413025,17.64584084987567
2017-05-10 02:02:41,Sporting Goods,Rock music,2,29.062091807,29.06106953,145.537236236,32.912060517,0.126672261,129.314577236,1,4,1,Standard Class,LATAM,Caribbean,Consumer,COMPLETE,Shipping on time,3,27.69623220756864,14.946029343207174
2015-12-03 12:05:10,Water Sports,Pelican Sunstream 100 Kayak,5,74.962776552,74.947412513,101.479098971,14.242600639,0.02507782,79.064062688,3,4,0,Standard Class,Europe,Western Europe,Consumer,PROCESSING,Late delivery,-1,74.60272329166895,14.555002619685961
2015-12-06 18:37:15,Cardio Equipment,Field & Stream Sportsman 16 Gun Fire Safe,4,72.27906516,72.276976424,132.107546821,4.121641406,0.08899841,118.468782818,3,4,0,Standard Class,LATAM,Central America,Consumer,COMPLETE,Shipping on time,-1,72.21985798530041,4.387668349479634
2015-12-11 05:57:38,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5,254.977803351,254.94665992,470.087732388,47.506953906,0.039611116,439.443838678,6,4,1,Standard Class,Africa,US Center ,Corporate,COMPLETE,Late delivery,-1,266.5352292523159,28.80922585147437
2017-03-30 11:55:27,Fishing,adidas Kids' F5 Messi FG Soccer Cleat,4,76.497375548,76.500412318,330.346775598,37.341900334,0.065643772,265.254309574,3,1,1,Second Class,Africa,East Africa,Consumer,PENDING_PAYMENT,Shipping on time,1,76.31384297823462,14.889801773612792
2016-09-09 16:46:54,Women's Apparel,Nike Men's CJ Elite 2 TD Football Cleat,1,66.616636479,66.594901615,62.563406004,0.687603503,0.011258664,55.666647166,4,4,0,Standard Class,Europe,Western Europe,Corporate,COMPLETE,Late delivery,1,66.24941892260252,1.655412652057382
2016-04-05 17:46:55,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,1,159.29272768,159.188390209,285.790770323,10.228794579,0.024227463,262.834700493,6,1,0,First Class,Europe,Western Europe,Consumer,PENDING_PAYMENT,Shipping on time,0,163.82061324711162,6.732754284171014
2015-12-13 08:43:09,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2,216.828969363,216.839300393,593.315076864,4.821588213,0.025861118,573.377504142,5,4,0,Standard Class,Pacific Asia,Oceania,Corporate,PROCESSING,Advance shipping,0,227.23564025618592,2.315053079228487
2016-12-23 18:50:30,Electronics,adidas Men's F10 Messi TRX FG Soccer Cleat,3,17.602370882,17.594290035,101.701738963,0.028341048,0.010003294,106.423703731,4,2,1,First Class,Pacific Asia,Oceania,Consumer,COMPLETE,Advance shipping,1,16.74111626825055,0.11074476614736875
2016-12-18 14:25:10,Shop By Sport,Field & Stream Sportsman 16 Gun Fire Safe,1,76.052881732,75.990508912,88.312066249,6.252544044,0.010709961,89.072159455,2,4,0,Standard Class,Africa,Eastern Europe,Consumer,ON_HOLD,Late delivery,0,75.56687423415562,6.003656765983382
2017-06-05 00:23:13,Golf Bags & Carts,Web Camera,4,97.919046938,97.954901299,245.817652896,53.788729762,0.181655039,209.345282461,2,4,1,Standard Class,USCA,West Africa,Corporate,COMPLETE,Advance shipping,-1,97.69198657749041,35.3070278521291
2015-01-22 03:00:52,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5,277.722980297,277.765933364,303.754488483,18.670528654,0.013784775,297.981252425,6,1,1,Standard Class,Europe,Western Europe,Consumer,PENDING_PAYMENT,Advance shipping,0,294.6280886613249,13.352963211711302
2016-04-27 15:23:55,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1,48.065527129,48.113161544,98.8084424,31.892320267,0.078116671,81.77083279,0,4,1,Standard Class,Europe,Western Europe,Home Office,PENDING,Late delivery,3,46.858960417600585,18.700147969853923
2017-08-19 10:16:50,Women's Apparel,Nike Men's CJ Elite 2 TD Football Cleat,1,177.312004773,177.148253039,160.374514604,6.153396714,0.017676978,161.041945845,4,4,1,Standard Class,Pacific Asia,Oceania,Consumer,ON_HOLD,Shipping on time,0,184.46914678142863,10.2533595010905
2015-11-21 05:30:36,Men's Footwear,O'Brien Men's Neoprene Life Vest,1,70.55755785,70.594129989,216.290882675,3.114788635,0.010372236,219.540471003,5,4,1,Standard Class,Pacific Asia,Oceania,Corporate,PENDING_PAYMENT,Advance shipping,-1,69.778781670336,1.529899898658713
2016-09-23 05:36:23,Cardio Equipment,Under Armour Girls' Toddler Spine Surge Runni,1,67.710876401,67.711975132,130.273477021,10.715953264,0.0188392,119.156820849,2,4,0,Standard Class,Pacific Asia,South of  USA ,Consumer,ON_HOLD,Shipping on time,0,67.09902534655852,9.503830959044118
2016-02-18 04:28:14,Cleats,O'Brien Men's Neoprene Life Vest,1,233.28516945,233.276382518,427.88999852,13.758795804,0.013753902,354.83745229,4,1,0,Second Class,LATAM,Central America,Consumer,SUSPECTED_FRAUD,Shipping on time,1,244.24304342416892,10.83734275554458
2015-03-26 05:28:11,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1,238.695657141,238.563658713,271.449498678,5.063105205,0.015813769,242.200469243,6,4,0,Standard Class,Africa,Central Asia,Corporate,COMPLETE,Late delivery,-1,250.65960576081315,7.2136380026814475
2015-08-10 05:02:03,Women's Apparel,Pelican Sunstream 100 Kayak,1,124.770028087,124.748936194,187.078024445,1.618665946,0.01032786,173.399248513,5,4,1,Standard Class,LATAM,Southern Europe,Consumer,COMPLETE,Advance shipping,-2,125.63686335660677,3.0385229494065937
2015-11-09 01:33:36,Cardio Equipment,Under Armour Girls' Toddler Spine Surge Runni,5,156.100861541,156.129490323,152.319340933,140.239239082,0.215941463,121.776520366,2,4,1,Standard Class,Africa,East of USA,Consumer,PENDING,Advance shipping,-2,160.58912227445995,95.0628312739371
2017-10-20 17:39:42,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1,474.098583199,474.029868633,301.269144629,33.357530575,0.074720251,268.582571638,3,4,0,Standard Class,Pacific Asia,South Asia,Home Office,PROCESSING,Advance shipping,-1,506.0127202957931,37.75227176447096
2015-06-01 06:04:27,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1,231.296482024,231.280731425,356.019030498,32.117797344,0.030866376,345.040049198,2,2,1,Second Class,Pacific Asia,Southern Europe,Home Office,SUSPECTED_FRAUD,Late delivery,0,241.68868377322934,22.353206713720517
2015-05-09 23:03:38,Men's Footwear,O'Brien Men's Neoprene Life Vest,1,59.82360278,59.786961917,140.944935575,50.873511101,0.044663929,110.020844646,4,4,0,Second Class,Pacific Asia,Western Europe,Home Office,PROCESSING,Late delivery,1,58.913644289665726,27.67703374858936
2016-03-29 21:56:38,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1,30.22483525,30.22225726,86.131527866,2.421961294,0.012537598,83.069158245,6,4,0,Second Class,Europe,Western Europe,Consumer,ON_HOLD,Late delivery,-2,29.01268999433898,1.5898535046699003
2015-01-17 19:46:57,Water Sports,Pelican Sunstream 100 Kayak,1,74.751344222,74.757620842,67.308079339,5.679015674,0.044225965,54.594050576,2,1,1,Second Class,Europe,Northern Europe,Consumer,COMPLETE,Advance shipping,0,75.39410391448821,8.043317265879534
2015-10-21 14:38:13,Cleats,O'Brien Men's Neoprene Life Vest,5,64.079003576,64.089690175,315.72125211,63.88560082,0.172686906,258.416096459,6,4,0,Standard Class,LATAM,Northern Europe,Corporate,SUSPECTED_FRAUD,Shipping on time,1,64.41888458308354,30.62381480438504
2016-09-08 04:16:44,Indoor/Outdoor Games,Perfect Fitness Perfect Rip Deck,1,59.860887766,59.861603581,83.110154032,2.348555887,0.010788438,81.530189174,2,4,0,Standard Class,LATAM,Central America,Consumer,ON_HOLD,Advance shipping,-1,58.649899548608616,1.6935557261935155
2017-05-13 19:19:04,Accessories,Under Armour Girls' Toddler Spine Surge Runni,5,173.960765826,174.022812426,468.238465214,9.854832804,0.015363748,434.253795751,2,1,0,Standard Class,LATAM,Central America,Corporate,CANCELED,Late delivery,0,179.7182842563272,6.559372433951409
2017-11-19 16:57:58,Cleats,O'Brien Men's Neoprene Life Vest,3,53.318775451,53.335399431,209.944415703,38.356164278,0.079324977,173.131496509,4,4,0,Standard Class,Africa,West Africa,Corporate,ON_HOLD,Shipping canceled,2,52.42305666413989,20.509258015438093
